Name: 广东新闻, URL: http://113.101.119.52:808/hls/106/index.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: 青海卫视, URL: http://stream.qhbtv.com/qhws/playlist.m3u8, Date: 08-19-2024, Resolution: 1280x720, Response Time: inf ms
Name: 青海卫视, URL: http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000002000013359, Date: 08-06-2024, Resolution: None, Response Time: inf ms
Name: 青海卫视, URL: http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/qhws/1300000/mnf.m3u8, Date: 07-31-2024, Resolution: 768x576, Response Time: inf ms
Name: 青海卫视, URL: http://118.144.105.55:91/live/QHWS-1500k/live.m3u8, Date: 07-23-2024, Resolution: None, Response Time: inf ms
Name: 青海卫视, URL: http://58.248.112.205:8006/GD_CUCC/G_QINGHAI.m3u8?Authinfo=rXkmbbZhLH3Xhx6sgXqqNQd8WQ5jaIFuIx4Sh5YvGI1lofE4cVEkemJD5Zxki%2FhU, Date: 07-21-2024, Resolution: 1024x576, Response Time: inf ms
Name: 青海卫视, URL: http://jxcbn.ws-cdn.gitv.tv/hls/QHWS/index.m3u8?gMac=unknown&livodToken=3372ee, Date: 07-15-2024, Resolution: None, Response Time: inf ms
Name: 青海卫视, URL: http://xyt.186738613.xyz/lngd.php?id=111&Cf.m3u8, Date: 07-10-2024, Resolution: 1920x1080, Response Time: inf ms
Name: 青海卫视, URL: http://58.248.112.229:8114/GD.m3u8?Authinfo=F8UQ%2BEevMmd%2FnekE5YOOKtPONYs6QtaHPseT96s%2FID0CJK8A3PYAgbxQETLpGrgj&p=GITV&area=GD_CUCC&partnerCode=GD_CUCC&token=0C760427464F16BC52147D30B20FE4AFCF076375187B56B35E8BDB02A2F6902DE9292062EA71D873A44BBEEB2412BDB1EC6FB05780A8EA269429663960F75A0E38AD629F8C7EE56B792DC687DBB007AA5A7E6BA759697151C58F0015A49D684681688F54CF181FEA9885C669F98E6157C28D65F01F79AD703ABEC36AB5501CEAAAA270038E8B9D34B33962FE84B6D2A996DBE32DF2BA88F913DE2ED98DD12A30&version=0.0.0.0&apkVersion=4.2.33&mac=fc:57:03:56:49:16&multicast=0&platform=LIVE&gAreaId=CHN&gAppChannel=DEFAULT&gSoftTermId=TERMINAL&gManufacturer=Hisense&gModel=IP108H&gMac=fc:57:03:56:49:16&gStbId=00000444000710800001FC5703564916&gOsType=android&gOsVersion=4.4.2&gApiLevel=19&gAppVersionCode=4233&gAppVersionName=4.2.33&gDowngrade=EMERGENCY&gProductLineCode=LIVOD&gRomVersion=3.17.2.4602&gTimestamp=1715183368940&gRequests=1&gThirdPartyCDN=0&gGroupCode=&gUserId=002040101532912&isIty=1&gCityCode=DEFAULT&verType=0&Fsv_Tgid=517e641325baf208&FvSeid=77fd5578ee7c278e&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=18141&Fsv_chan_hls_se_idx=61&Fsv_TBt=2287408&Fsv_ShiftEnable=1&Fsv_ShiftTsp=120&Fsv_SV_PARAM1=0&Fsv_otype=0&Provider_id=GD_CUCC&Pcontent_id=G_QINGHAI&Fsv_CMSID=GD_CUCC, Date: 07-04-2024, Resolution: 720x576, Response Time: inf ms
Name: 青海卫视, URL: http://116.136.170.12/mgsp-tx.live.miguvideo.com/envivo_w/2018/SD/qinghai/1000/01.m3u8?msisdn=&Channel_ID=&ContentId=&HlsSubType=&HlsProfileId=&encrypt=, Date: 06-24-2024, Resolution: None, Response Time: inf ms
Name: 青海卫视, URL: https://test.zapi.us.kg/?id=qinghai, Date: 06-14-2024, Resolution: None, Response Time: inf ms
Name: 青海卫视, URL: http://39.134.65.76:80/wh7f454c46tw3018771670_1594237566/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225628/index.m3u8, Date: 06-12-2024, Resolution: 720x540, Response Time: inf ms
Name: 青海卫视, URL: http://5f11df.tv.netsite.cc/proxy/1152127449/1152127449.m3u8, Date: 06-12-2024, Resolution: 1280x720, Response Time: inf ms
Name: 青海卫视, URL: http://27.40.16.70:8114/GD_CUCC/G_QINGHAI.m3u8?Provider_id=&Pcontent_id=&FvSeid=ace, Date: 06-11-2024, Resolution: 1048x576, Response Time: inf ms
Name: 青海卫视, URL: http://histar-proxy.isus.cc/qinghai, Date: 06-10-2024, Resolution: None, Response Time: inf ms
Name: 青海卫视, URL: http://iptv.10086.fund:23334/PLTV/88888888/224/3221227123/index.m3u8, Date: 06-05-2024, Resolution: None, Response Time: inf ms
Name: 青海卫视, URL: http://rqd.mytvh.top:10287/stream/channelid/1160812103?ticket=3961af72c23de9039f119947f9e15f9f9da4b0b3&profile=pass, Date: 05-29-2024, Resolution: None, Response Time: inf ms
Name: 青海卫视, URL: http://ddns.372101.best:9981/stream/channelid/1899737715?profile=pass, Date: 05-29-2024, Resolution: None, Response Time: inf ms
Name: 青海卫视, URL: http://dg8006.runqidasoftware.top:10178/stream/channelid/90972020?ticket=01064eb0a08805a618eeb51db73b476e40c71bb5, Date: 05-29-2024, Resolution: None, Response Time: inf ms
Name: 青海卫视, URL: http://luwenchu.oicp.net:9981/stream/channelid/1418768755, Date: 05-29-2024, Resolution: None, Response Time: inf ms
Name: 青海卫视, URL: http://117.141.194.182:39581/stream/channelid/1840701028, Date: 05-29-2024, Resolution: None, Response Time: inf ms
Name: 青海卫视, URL: http://tvbox.netsite.cc/proxy/1152127449/1152127449.m3u8, Date: 05-18-2024, Resolution: 1280x720, Response Time: inf ms
Name: 青海卫视, URL: http://125.210.150.58:9090/live/hszx-qhtv-h264.m3u8, Date: 05-09-2024, Resolution: 785x576, Response Time: inf ms
Name: 青海卫视, URL: http://117.10.59.110:8888/newlive/live/hls/35/live.m3u8, Date: 05-08-2024, Resolution: None, Response Time: inf ms
Name: 青海卫视, URL: http://113.128.226.58:8888/newlive/live/hls/47/live.m3u8, Date: 04-28-2024, Resolution: None, Response Time: inf ms
Name: 青海卫视, URL: http://60.190.128.194:8888/newlive/live/hls/38/live.m3u8, Date: 04-28-2024, Resolution: None, Response Time: inf ms
Name: 青海卫视, URL: http://stream.qhbtv.com/qhws/sd/live.m3u8?_upt=e2bbe63d1714196546, Date: 04-27-2024, Resolution: None, Response Time: inf ms
Name: 青海卫视, URL: http://58.42.59.104/hljbuv52.live.bestvcdn.com.cn/liveplay-kk.rtxapp.com/live/program/live/qhws/1300000/mnf.m3u8, Date: 04-26-2024, Resolution: 768x576, Response Time: inf ms
Name: 青海卫视, URL: http://58.35.70.169:10055/live/qhtv/hls.m3u8, Date: 04-20-2024, Resolution: 1920x1080, Response Time: inf ms
Name: 青海卫视, URL: http://113.205.185.28:8089/newlive/live/hls/42/live.m3u8, Date: 04-12-2024, Resolution: None, Response Time: inf ms
Name: 青海卫视, URL: http://219.159.194.53:8181/tsfile/live/0140_1.m3u8, Date: 04-02-2024, Resolution: 768x576, Response Time: inf ms
Name: 青海卫视, URL: http://219.147.3.106:4455/newlive/live/hls/43/live.m3u8, Date: 04-02-2024, Resolution: None, Response Time: inf ms
Name: 青海卫视, URL: http://111.75.151.236:50085/newlive/live/hls/46/live.m3u8, Date: 04-01-2024, Resolution: None, Response Time: inf ms
Name: 青海卫视, URL: https://alicdnhd-hz-hunan-live.5gtv.com.cn/live/XP_qhws.m3u8, Date: 03-27-2024, Resolution: None, Response Time: inf ms
Name: 青海卫视, URL: http://zteres.sn.chinamobile.com:6060/000000001000/1000000002000013359/1.m3u8?channel-id=ystenlive&Contentid=1000000002000013359&livemode=1&stbId=3, Date: 03-25-2024, Resolution: None, Response Time: inf ms
Name: 青海卫视, URL: http://36.129.204.120:880/CCN146.m3u8, Date: 03-19-2024, Resolution: None, Response Time: inf ms
Name: 青海卫视, URL: http://220.194.178.58:8888/newlive/live/hls/39/live.m3u8, Date: 03-17-2024, Resolution: None, Response Time: inf ms
Name: 青海卫视, URL: http://php.jdshipin.com:8880/bst.php?id=qhws/1300000, Date: 03-09-2024, Resolution: None, Response Time: inf ms
Name: 青海卫视, URL: http://60.211.167.226:8888/newlive/live/hls/38/live.m3u8, Date: 03-06-2024, Resolution: None, Response Time: inf ms
Name: 青海卫视, URL: http://101.71.176.182:8888/newlive/live/hls/38/live.m3u8, Date: 03-05-2024, Resolution: None, Response Time: inf ms
Name: 青海卫视, URL: http://escape.hw-cdn.gitv.tv/gitv_live/G_QINGHAI/G_QINGHAI.m3u8, Date: 03-04-2024, Resolution: None, Response Time: inf ms
Name: 青海卫视, URL: http://36.96.38.246:8888/newlive/live/hls/39/live.m3u8, Date: 03-03-2024, Resolution: None, Response Time: inf ms
Name: 青海卫视, URL: http://58.248.84.148:8888/newlive/live/hls/35/live.m3u8, Date: 02-28-2024, Resolution: None, Response Time: inf ms
Name: 青海卫视, URL: http://jltpc.x3322.net:9901/tsfile/live/0140_1.m3u8?key=txiptv, Date: 02-22-2024, Resolution: None, Response Time: inf ms
Name: 青海卫视, URL: http://125.210.152.19:9123/live/hszx-qhtv-h264.m3u8, Date: 02-21-2024, Resolution: None, Response Time: inf ms
Name: 青海卫视, URL: http://111.207.22.10:8888/newlive/live/hls/39/live.m3u8, Date: 02-15-2024, Resolution: None, Response Time: inf ms
Name: 青海卫视, URL: http://101.23.216.126:8090/hls/51/index.m3u8, Date: 02-09-2024, Resolution: None, Response Time: inf ms
Name: 青海卫视, URL: http://222.189.51.62:8888/newlive/live/hls/39/live.m3u8, Date: 01-31-2024, Resolution: None, Response Time: inf ms
Name: 青海卫视, URL: http://jinjiang.chongqing.moetv.sn-m.xyz:8089/newlive/live/hls/42/live.m3u8, Date: 01-31-2024, Resolution: None, Response Time: inf ms
Name: 青海卫视, URL: http://117.174.81.63:50080/newlive/live/hls/39/live.m3u8, Date: 01-26-2024, Resolution: None, Response Time: inf ms
Name: 青海卫视, URL: http://lhq-cctv.8866.org:18181/tsfile/live/0140_1.m3u8, Date: 01-23-2024, Resolution: None, Response Time: inf ms
Name: 青海卫视, URL: http://ictv.91tv.top:9901/tsfile/live/0140_1.m3u8, Date: 01-22-2024, Resolution: None, Response Time: inf ms
Name: 青海卫视, URL: http://119.54.2.125:58000/hls/50/index.m3u8, Date: 01-10-2024, Resolution: None, Response Time: inf ms
Name: 青海卫视, URL: http://121.19.134.245:808/tsfile/live/0140_1.m3u8, Date: 01-09-2024, Resolution: None, Response Time: inf ms
Name: 青海卫视, URL: http://stream.qhbtv.com/qhws/sd/live.m3u8?_upt=63cf437e1591689484, Date: 01-08-2024, Resolution: None, Response Time: inf ms
Name: 青海卫视, URL: http://hf.bbtu.top:10000/rtp/239.3.1.44:8184, Date: 01-06-2024, Resolution: None, Response Time: inf ms
Name: 青海卫视, URL: https://tv.smart-chat.net/iptv.php?id=203200&num=1, Date: 01-03-2024, Resolution: None, Response Time: inf ms
Name: 青海卫视, URL: https://tv.smart-chat.net/iptv.php?id=203200&num=2, Date: 01-03-2024, Resolution: None, Response Time: inf ms
Name: 青海卫视, URL: http://121.24.99.45:8090/hls/51/index.m3u8, Date: 12-31-2023, Resolution: None, Response Time: inf ms
Name: 青海卫视, URL: http://111.225.93.57:8800/hls/55/index.m3u8, Date: 12-31-2023, Resolution: None, Response Time: inf ms
Name: 青海卫视, URL: http://58.19.38.233:8888/newlive/live/hls/39/live.m3u8, Date: 12-29-2023, Resolution: None, Response Time: inf ms
Name: 青海卫视, URL: http://140.249.247.163/1142f717c2e0326d526ab914ec68dd30.v.smtcdns.net/t-fjnetv51.live.bestvcdn.com.cn/live/program/live/qhws/1300000/mnf.m3u8, Date: 12-28-2023, Resolution: None, Response Time: inf ms
Name: 青海卫视, URL: http://221.2.146.228:8888/newlive/live/hls/47/live.m3u8, Date: 12-28-2023, Resolution: None, Response Time: inf ms
Name: 青海卫视, URL: http://183.134.3.22:8888/newlive/live/hls/37/live.m3u8, Date: 12-26-2023, Resolution: None, Response Time: inf ms
Name: 青海卫视, URL: http://218.17.181.26:1099/tsfile/live/0140_1.m3u8, Date: 12-23-2023, Resolution: None, Response Time: inf ms
Name: 青海卫视, URL: http://zteres.sn.chinamobile.com:6060/000000001000/5000000006000040015/1.m3u8?channel-id=bestzb&Contentid=5000000006000040015&livemode=1&stbId=3, Date: 12-22-2023, Resolution: None, Response Time: inf ms
Name: 青海卫视, URL: http://110.183.27.48:808/hls/46/index.m3u8, Date: 12-17-2023, Resolution: None, Response Time: inf ms
Name: 青海卫视, URL: http://hodos.ddns.net:8181/tsfile/live/0140_1.m3u8, Date: 12-16-2023, Resolution: None, Response Time: inf ms
Name: 青海卫视, URL: http://116.11.158.91:8181/tsfile/live/0140_1.m3u8, Date: 12-16-2023, Resolution: None, Response Time: inf ms
Name: 青海卫视, URL: http://222.134.240.136:9901/tsfile/live/0140_1.m3u8, Date: 12-15-2023, Resolution: None, Response Time: inf ms
Name: 青海卫视, URL: http://audiovisual.vsd.gehua.net.cn:80/live/QingHai_800.m3u8, Date: 12-15-2023, Resolution: None, Response Time: inf ms
Name: 青海卫视, URL: http://218.15.229.90:9901/tsfile/live/0140_1.m3u8, Date: 12-14-2023, Resolution: None, Response Time: inf ms
Name: 广东卫视, URL: http://39.134.24.165/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226216/1.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: 珠海, URL: http://113.86.204.95:9999/udp/239.77.0.155:5146, Date: None, Resolution: None, Response Time: inf ms
Name: 山西卫视, URL: http://80ec27bff7f9ae80b961481da488e302.livehwc3.cn/liveflash.sxrtv.com/live/sxwshd.m3u8?sub_m3u8=true&edge_slice=true&user_session_id=d04ce01474da4193c8863ea281ec4759, Date: 09-12-2024, Resolution: 1280x720, Response Time: 3734 ms
Name: 山西卫视, URL: http://120.76.248.139/live/bfgd/4200000109.m3u8, Date: 09-02-2024, Resolution: 720x576, Response Time: 597 ms
Name: 山西卫视, URL: http://36.32.174.67:60080/newlive/live/hls/43/live.m3u8, Date: 07-17-2024, Resolution: None, Response Time: 543 ms
Name: 山西卫视, URL: http://60.165.206.213:8888/newlive/live/hls/40/live.m3u8, Date: 09-13-2024, Resolution: None, Response Time: 568 ms
Name: 山西卫视, URL: http://60.220.167.41:8083/rtp/226.0.2.11:8000, Date: 09-07-2024, Resolution: 720x576, Response Time: inf ms
Name: 山西卫视, URL: http://video.qd.sdu.edu.cn/liverespath/74908123d020c1a9f55e8a9652973187bcd07970/index.m3u8, Date: 09-02-2024, Resolution: 1024x576, Response Time: inf ms
Name: 山西卫视, URL: http://183.185.247.158:9999/tsfile/live/0118_1.m3u8, Date: 08-24-2024, Resolution: 1920x1080, Response Time: inf ms
Name: 山西卫视, URL: http://xyt.186738613.xyz/lngd.php?id=109&Cf.m3u8, Date: 08-15-2024, Resolution: 768x576, Response Time: inf ms
Name: 山西卫视, URL: http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226392/index.m3u8, Date: 08-14-2024, Resolution: 720x576, Response Time: inf ms
Name: 山西卫视, URL: http://118.144.105.55:91/live/SXWS1-1500k/live.m3u8, Date: 08-03-2024, Resolution: 768x576, Response Time: inf ms
Name: 山西卫视, URL: http://58.215.231.35/live3.ngaacdn.sc96655.com/live/sxws42_4000.m3u8, Date: 07-18-2024, Resolution: None, Response Time: inf ms
Name: 山西卫视, URL: http://jxcbn.ws-cdn.gitv.tv/hls/SXWS/index.m3u8?gMac=unknown&livodToken=3372ee, Date: 07-16-2024, Resolution: 1280x720, Response Time: inf ms
Name: 山西卫视, URL: http://58.223.166.16/live2.rxip.sc96655.com/live/sxws42_4000.m3u8, Date: 07-15-2024, Resolution: 720x405, Response Time: inf ms
Name: 山西卫视, URL: http://123.163.55.234:9901/tsfile/live/0118_1.m3u8, Date: 07-09-2024, Resolution: 785x576, Response Time: inf ms
Name: 山西卫视, URL: http://5f11df.tv.netsite.cc/proxy/825435414/825435414.m3u8, Date: 07-08-2024, Resolution: 1280x720, Response Time: inf ms
Name: 山西卫视, URL: http://live.cooltv.top/tv/tide.php?id=sxiws2, Date: 07-06-2024, Resolution: 1280x720, Response Time: inf ms
Name: 山西卫视, URL: http://182.123.73.46:8090/hls/40/index.m3u8, Date: 07-06-2024, Resolution: 720x576, Response Time: inf ms
Name: 山西卫视, URL: http://116.117.106.40:8096/tsfile/live/0118_1.m3u8, Date: 06-18-2024, Resolution: 720x540, Response Time: inf ms
Name: 山西卫视, URL: https://test.zapi.us.kg/?id=shanxi, Date: 06-14-2024, Resolution: None, Response Time: inf ms
Name: 山西卫视, URL: http://27.40.16.70:8114/GD_CUCC/G_SHANXI-SQ.m3u8?Provider_id=&Pcontent_id=&FvSeid=ace, Date: 06-10-2024, Resolution: None, Response Time: inf ms
Name: 山西卫视, URL: http://histar-proxy.isus.cc/shanxi, Date: 06-10-2024, Resolution: None, Response Time: inf ms
Name: 山西卫视, URL: http://iptv.10086.fund:23334/PLTV/88888888/224/3221227183/index.m3u8, Date: 06-05-2024, Resolution: None, Response Time: inf ms
Name: 山西卫视, URL: http://ddns.372101.best:9981/stream/channelid/686311945?profile=pass, Date: 05-30-2024, Resolution: 768x576, Response Time: inf ms
Name: 山西卫视, URL: http://rqd.mytvh.top:10287/stream/channelid/852209107?ticket=3204bd83181b4249eb3e68d20956d512df2d05f0&profile=pass, Date: 05-29-2024, Resolution: None, Response Time: inf ms
Name: 山西卫视, URL: http://dg8006.runqidasoftware.top:10178/stream/channelid/130588315?ticket=c85583f30b6475e54b92076174c5d87bee1cdd34, Date: 05-29-2024, Resolution: None, Response Time: inf ms
Name: 山西卫视, URL: http://luwenchu.oicp.net:9981/stream/channelid/1657772084, Date: 05-29-2024, Resolution: None, Response Time: inf ms
Name: 山西卫视, URL: http://117.141.194.182:39581/stream/channelid/1475229760, Date: 05-29-2024, Resolution: None, Response Time: inf ms
Name: 山西卫视, URL: http://121.24.99.94:8090/hls/35/index.m3u8, Date: 05-25-2024, Resolution: 720x576, Response Time: inf ms
Name: 山西卫视, URL: http://tvbox.netsite.cc/proxy/825435414/825435414.m3u8, Date: 05-24-2024, Resolution: 1280x720, Response Time: inf ms
Name: 山西卫视, URL: http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/shanxiws/1300000/mnf.m3u8, Date: 05-23-2024, Resolution: 768x576, Response Time: inf ms
Name: 山西卫视, URL: http://116.162.6.192/4403-txt.otvstream.otvcloud.com/otv/skcc/live/channel54/index.m3u8, Date: 05-13-2024, Resolution: None, Response Time: inf ms
Name: 山西卫视, URL: http://117.10.59.110:8888/newlive/live/hls/40/live.m3u8, Date: 05-08-2024, Resolution: None, Response Time: inf ms
Name: 山西卫视, URL: http://125.210.150.58:9090/live/hszx-shanxitv-h264.m3u8, Date: 05-05-2024, Resolution: 785x576, Response Time: inf ms
Name: 山西卫视, URL: http://113.128.226.58:8888/newlive/live/hls/43/live.m3u8, Date: 04-28-2024, Resolution: None, Response Time: inf ms
Name: 山西卫视, URL: http://60.190.128.194:8888/newlive/live/hls/42/live.m3u8, Date: 04-28-2024, Resolution: None, Response Time: inf ms
Name: 山西卫视, URL: http://58.42.59.104/hljbuv52.live.bestvcdn.com.cn/liveplay-kk.rtxapp.com/live/program/live/shanxiws/1300000/mnf.m3u8, Date: 04-24-2024, Resolution: None, Response Time: inf ms
Name: 山西卫视, URL: http://58.35.70.169:10055/live/sxtv/hls.m3u8, Date: 04-18-2024, Resolution: None, Response Time: inf ms
Name: 山西卫视, URL: http://113.205.185.28:8089/newlive/live/hls/41/live.m3u8, Date: 04-12-2024, Resolution: None, Response Time: inf ms
Name: 山西卫视, URL: http://183.185.40.158:8084/rtp/226.0.2.11:8000, Date: 04-09-2024, Resolution: 720x576, Response Time: inf ms
Name: 山西卫视, URL: http://219.147.3.106:4455/newlive/live/hls/33/live.m3u8, Date: 04-02-2024, Resolution: None, Response Time: inf ms
Name: 山西卫视, URL: http://111.75.151.236:50085/newlive/live/hls/44/live.m3u8, Date: 04-01-2024, Resolution: None, Response Time: inf ms
Name: 山西卫视, URL: https://alicdnhd-hz-hunan-live.5gtv.com.cn/live/XP_sxws.m3u8, Date: 03-27-2024, Resolution: None, Response Time: inf ms
Name: 山西卫视, URL: http://111.197.132.156:1314/rtp/239.3.1.42:8172, Date: 03-22-2024, Resolution: None, Response Time: inf ms
Name: 山西卫视, URL: http://36.129.204.120:880/CCN131.m3u8, Date: 03-19-2024, Resolution: None, Response Time: inf ms
Name: 山西卫视, URL: http://60.223.72.31:8003/rtp/226.0.2.11:8000, Date: 03-18-2024, Resolution: None, Response Time: inf ms
Name: 山西卫视, URL: http://220.194.178.58:8888/newlive/live/hls/42/live.m3u8, Date: 03-17-2024, Resolution: None, Response Time: inf ms
Name: 山西卫视, URL: http://php.jdshipin.com:8880/bst.php?id=shanxiws/1300000, Date: 03-09-2024, Resolution: None, Response Time: inf ms
Name: 山西卫视, URL: http://222.173.147.142:8888/newlive/live/hls/46/live.m3u8, Date: 03-08-2024, Resolution: None, Response Time: inf ms
Name: 山西卫视, URL: http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225763/index.m3u8?, Date: 03-06-2024, Resolution: None, Response Time: inf ms
Name: 山西卫视, URL: http://zteres.sn.chinamobile.com:6060/000000001000/1000000002000021220/1.m3u8?channel-id=ystenlive&Contentid=1000000002000021220&livemode=1&stbId=3, Date: 03-06-2024, Resolution: None, Response Time: inf ms
Name: 山西卫视, URL: http://111.207.22.10:8888/newlive/live/hls/48/live.m3u8, Date: 03-06-2024, Resolution: None, Response Time: inf ms
Name: 山西卫视, URL: http://60.211.167.226:8888/newlive/live/hls/48/live.m3u8, Date: 03-06-2024, Resolution: None, Response Time: inf ms
Name: 山西卫视, URL: http://60.208.113.114:8001/newlive/live/hls/43/live.m3u8, Date: 03-04-2024, Resolution: None, Response Time: inf ms
Name: 山西卫视, URL: http://escape.hw-cdn.gitv.tv/gitv_live/SXWS/SXWS.m3u8, Date: 03-04-2024, Resolution: None, Response Time: inf ms
Name: 山西卫视, URL: http://36.96.38.246:8888/newlive/live/hls/47/live.m3u8, Date: 03-03-2024, Resolution: None, Response Time: inf ms
Name: 山西卫视, URL: http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225624/index.m3u8, Date: 02-28-2024, Resolution: None, Response Time: inf ms
Name: 山西卫视, URL: http://zteres.sn.chinamobile.com:6060/000000001000/5000000006000040023/1.m3u8?channel-id=bestzb&Contentid=5000000006000040023&livemode=1&stbId=3, Date: 02-23-2024, Resolution: None, Response Time: inf ms
Name: 山西卫视, URL: http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225763/index.m3u8, Date: 02-21-2024, Resolution: None, Response Time: inf ms
Name: 山西卫视, URL: http://125.210.152.19:9123/live/hszx-shanxitv-h264.m3u8, Date: 02-21-2024, Resolution: None, Response Time: inf ms
Name: 山西卫视, URL: http://101.71.176.182:8888/newlive/live/hls/43/live.m3u8, Date: 02-15-2024, Resolution: None, Response Time: inf ms
Name: 山西卫视, URL: http://119.119.77.241:9901/tsfile/live/0118_1.m3u8, Date: 02-12-2024, Resolution: None, Response Time: inf ms
Name: 山西卫视, URL: http://219.144.113.82:8888/rtp/239.112.205.46:5140, Date: 02-11-2024, Resolution: None, Response Time: inf ms
Name: 山西卫视, URL: http://101.23.216.126:8090/hls/35/index.m3u8, Date: 02-09-2024, Resolution: None, Response Time: inf ms
Name: 山西卫视, URL: http://118.81.31.109:8084/rtp/226.0.2.11:8000, Date: 02-08-2024, Resolution: None, Response Time: inf ms
Name: 山西卫视, URL: http://60.223.72.179:8005/rtp/226.0.2.11:8000, Date: 02-06-2024, Resolution: None, Response Time: inf ms
Name: 山西卫视, URL: http://223.10.16.135:18000/hls/22/index.m3u8, Date: 02-05-2024, Resolution: None, Response Time: inf ms
Name: 山西卫视, URL: http://jinjiang.chongqing.moetv.sn-m.xyz:8089/newlive/live/hls/41/live.m3u8, Date: 01-31-2024, Resolution: None, Response Time: inf ms
Name: 山西卫视, URL: http://118.81.137.8:9999/tsfile/live/0118_1.m3u8, Date: 01-30-2024, Resolution: None, Response Time: inf ms
Name: 山西卫视, URL: http://qdxiehou.7766.org:9901/tsfile/live/0118_1.m3u8, Date: 01-30-2024, Resolution: None, Response Time: inf ms
Name: 山西卫视, URL: http://117.174.81.63:50080/newlive/live/hls/33/live.m3u8, Date: 01-26-2024, Resolution: None, Response Time: inf ms
Name: 山西卫视, URL: http://lhq-cctv.8866.org:18181/tsfile/live/0118_1.m3u8, Date: 01-23-2024, Resolution: None, Response Time: inf ms
Name: 山西卫视, URL: http://ictv.91tv.top:9901/tsfile/live/0118_1.m3u8, Date: 01-22-2024, Resolution: None, Response Time: inf ms
Name: 山西卫视, URL: http://119.54.2.125:58000/hls/52/index.m3u8, Date: 01-10-2024, Resolution: None, Response Time: inf ms
Name: 山西卫视, URL: http://61.182.33.218:8000/hls/37/index.m3u8, Date: 01-09-2024, Resolution: None, Response Time: inf ms
Name: 山西卫视, URL: http://36.33.240.48:9901/tsfile/live/0118_1.m3u8, Date: 01-09-2024, Resolution: None, Response Time: inf ms
Name: 山西卫视, URL: http://jltpc.x3322.net:9901/tsfile/live/0118_1.m3u8?key=txiptv, Date: 01-06-2024, Resolution: None, Response Time: inf ms
Name: 山西卫视, URL: http://hf.bbtu.top:10000/rtp/239.3.1.42:8172, Date: 01-03-2024, Resolution: None, Response Time: inf ms
Name: 山西卫视, URL: https://tv.smart-chat.net/iptv.php?id=202600&num=1, Date: 01-03-2024, Resolution: None, Response Time: inf ms
Name: 山西卫视, URL: http://140.249.247.163/1142f717c2e0326d526ab914ec68dd30.v.smtcdns.net/t-fjnetv51.live.bestvcdn.com.cn/live/program/live/shanxiws/1300000/mnf.m3u8, Date: 01-01-2024, Resolution: None, Response Time: inf ms
Name: 山西卫视, URL: http://121.24.99.45:8090/hls/35/index.m3u8, Date: 12-31-2023, Resolution: None, Response Time: inf ms
